Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
0.0,0.0,0.0,25,1.0,0.024,0.054000000000000006,0.0,0.6,6,2,2,6,13,2,False,False
0.0,0.0,0.0,37,1.0,0.005555556,0.016666667,0.0,0.0,7,2,2,4,1,2,False,True
0.0,0.0,0.0,8,0.0,0.0,0.014285714,0.0,0.0,5,3,3,1,2,0,True,False
3.0,0.0,0.0,22,1.0,0.007692308,0.01025641,0.0,0.0,5,2,2,3,1,2,False,False
2.0,5.0,2.0,58,3.0,0.0,0.000409836,0.0,0.6,6,2,5,3,2,0,False,False
0.0,0.0,0.0,5,0.0,0.0,0.053333333,0.0,0.8,6,7,1,3,1,2,False,False
6.0,2.0,0.0,51,3.0,0.003954802,0.014481293000000001,0.0,1.0,6,1,1,9,3,2,True,False
3.0,0.0,0.0,29,2.0,0.035714286,0.034983766,0.0,0.0,7,3,2,8,13,2,True,False
2.0,0.0,0.0,30,0.0,0.005882353000000001,0.026470588,1.0,0.0,7,2,2,2,4,2,False,True
0.0,0.0,0.0,18,0.0,0.0,0.011111111000000002,0.0,0.0,7,2,2,1,3,2,False,False
0.0,0.0,0.0,9,0.0,0.0,0.001587302,0.0,0.0,5,3,2,8,2,2,True,False
0.0,0.0,0.0,30,2.0,0.0,0.01547619,0.0,0.0,6,3,2,9,4,2,True,False
0.0,0.0,0.0,27,2.0,0.026666667,0.058333333,0.0,0.0,5,2,2,6,1,2,True,False
2.0,5.0,0.0,3,0.0,0.0,0.042857143,0.0,0.4,6,2,2,4,3,0,False,False
0.0,0.0,0.0,20,0.0,0.04,0.06333333299999999,0.0,0.6,6,2,2,1,4,2,False,False
0.0,0.0,0.0,6,0.0,0.066666667,0.1,0.0,0.0,5,3,2,8,10,2,False,False
0.0,0.0,0.0,24,1.0,0.025,0.032638889,4.0,0.4,6,3,2,6,13,2,False,True
2.0,5.0,0.0,20,1.0,0.012098765,0.058821329000000006,0.0,0.0,7,1,1,8,2,2,True,True
0.0,0.0,0.0,23,2.0,0.024,0.054666667,0.0,0.8,6,2,2,1,2,2,False,False
2.0,0.0,0.0,10,0.0,0.0,0.007692308,0.0,0.0,5,3,2,1,2,2,True,False
0.0,0.0,0.0,6,0.0,0.0,0.033333333,0.0,0.0,5,1,1,8,3,2,False,False
0.0,0.0,0.0,64,5.0,0.0,0.010416667,0.0,0.0,6,2,4,7,4,2,True,False
5.0,0.0,0.0,14,0.0,0.0,0.0125,0.0,0.0,7,2,4,3,2,2,False,False
5.0,0.0,0.0,58,2.0,0.003870968,0.017803378999999998,0.0,0.0,6,2,2,6,2,2,False,False
3.0,7.0,1.0,29,1.0,0.002777778,0.035515872999999996,1.0,0.4,6,2,2,1,4,2,False,False
6.0,0.0,0.0,39,2.0,0.004651163,0.014728682,0.0,0.0,7,2,6,5,2,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,2,1,1,1,3,2,False,False
0.0,0.0,0.0,7,1.0,0.0,0.028571429,0.0,0.0,7,2,2,2,1,2,False,False
0.0,0.0,0.0,5,0.0,0.14,0.18,0.0,0.0,7,3,3,1,3,2,False,False
2.0,0.0,0.0,2,0.0,0.0,0.025,0.0,0.0,0,2,2,1,1,0,False,False
0.0,0.0,0.0,5,0.0,0.0,0.04,0.0,0.0,5,2,4,3,1,2,False,False
0.0,0.0,0.0,3,0.0,0.0,0.033333333,0.0,0.0,6,4,5,1,4,2,False,False
0.0,0.0,0.0,37,2.0,0.0,0.013888889,1.0,0.0,7,4,1,2,3,2,False,True
1.0,0.0,0.0,13,0.0,0.015384615,0.056410256,0.0,0.0,7,3,2,3,3,2,False,False
0.0,0.0,0.0,6,0.0,0.0,0.01,0.0,0.0,5,1,2,1,8,0,False,False
0.0,0.0,0.0,8,0.0,0.0,0.025,0.0,0.0,5,2,2,1,10,2,False,False
0.0,0.0,0.0,18,0.0,0.0,0.033333333,0.0,0.0,3,2,2,1,3,2,False,False
1.0,0.0,0.0,13,0.0,0.0,0.002666667,0.0,0.0,5,3,2,1,8,0,False,False
0.0,0.0,0.0,18,2.0,0.0,0.023529412000000003,5.0,0.0,6,3,7,3,4,2,False,False
4.0,2.0,1.0,69,3.0,0.0,0.006999999999999999,0.0,0.0,1,2,2,3,2,2,False,True
3.0,0.0,0.0,47,1.0,0.019607843,0.046744235999999995,0.0,0.0,7,3,2,2,1,2,False,True
0.0,0.0,0.0,5,0.0,0.0,0.04,0.0,0.0,5,2,2,4,1,2,False,False
0.0,0.0,0.0,21,0.0,0.00952381,0.034126984,0.0,0.0,7,3,2,1,2,2,True,False
2.0,2.0,0.0,64,2.0,0.013432836,0.028731343,5.0,0.0,7,3,2,1,3,2,True,False
0.0,0.0,0.0,22,3.0,0.00952381,0.028571429,0.0,0.0,7,4,2,1,10,2,False,False
0.0,0.0,0.0,10,0.0,0.01,0.045,0.0,0.0,7,3,2,4,3,2,False,False
0.0,5.0,0.0,50,2.0,0.056410256,0.083012821,0.0,0.0,1,1,1,1,3,2,False,False
0.0,0.0,0.0,23,1.0,0.0,0.004081633,0.0,0.0,7,3,2,7,2,2,False,False
0.0,0.0,0.0,10,0.0,0.0,0.02,0.0,0.0,7,2,2,1,8,2,False,False
0.0,0.0,0.0,33,1.0,0.0,0.0026936029999999997,0.0,0.0,7,4,2,4,2,2,False,False
0.0,0.0,0.0,30,2.0,0.043851852000000004,0.069954545,0.0,0.0,1,3,2,1,13,2,False,False
3.0,5.0,4.0,29,2.0,0.005882353000000001,0.013697478999999999,0.0,0.0,7,2,2,8,2,2,False,False
0.0,0.0,0.0,7,0.0,0.0,0.014285714,0.0,0.0,1,3,2,1,11,0,False,False
3.0,0.0,0.0,25,1.0,0.006666666999999999,0.010222222,2.0,0.0,7,3,2,3,8,2,True,True
0.0,0.0,0.0,11,1.0,0.054545455,0.063636364,0.0,0.4,6,2,2,2,4,2,False,False
0.0,0.0,0.0,14,0.0,0.035714286,0.053571429000000004,0.0,0.0,5,3,2,1,1,2,True,False
0.0,5.0,0.0,5,0.0,0.0,0.0375,0.0,0.0,1,2,2,1,2,2,False,False
0.0,0.0,0.0,7,0.0,0.028571429,0.057142857000000005,0.0,0.0,5,2,5,1,3,2,False,False
2.0,5.0,0.0,37,5.0,0.002,0.030083332999999997,0.0,0.0,6,2,2,3,2,2,False,False
0.0,0.0,0.0,8,0.0,0.0,0.0125,0.0,0.2,6,2,2,2,2,2,False,False
1.0,0.0,0.0,7,0.0,0.0,0.005555556,0.0,0.0,5,1,2,3,2,0,True,False
0.0,0.0,0.0,5,0.0,0.0,0.1,0.0,0.0,9,3,2,3,2,2,False,False
0.0,0.0,0.0,7,0.0,0.0,0.028571429,0.0,0.0,2,1,1,1,3,2,False,False
1.0,2.0,0.0,24,0.0,0.004166667,0.054444444,1.0,0.0,1,2,2,9,2,2,False,False
7.0,2.0,2.0,22,1.0,0.007692308,0.005128205,0.0,0.0,6,1,1,4,2,2,False,False
0.0,0.0,0.0,14,0.0,0.013333333000000001,0.031111111,0.0,0.0,8,1,8,3,1,2,False,False
0.0,0.0,0.0,16,0.0,0.0125,0.025,0.0,0.0,7,2,2,1,11,2,False,False
3.0,0.0,0.0,9,0.0,0.02,0.05,0.0,0.0,5,3,2,8,3,2,True,False
3.0,0.0,0.0,35,2.0,0.0,0.01375,3.0,0.0,7,2,2,3,2,2,False,True
0.0,5.0,0.0,7,0.0,0.0,0.022222222000000003,0.0,0.0,7,2,2,1,2,2,True,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,2,6,1,2,2,False,False
0.0,0.0,0.0,31,0.0,0.0,0.026938057,0.0,0.8,6,2,2,7,1,2,False,False
0.0,0.0,0.0,30,2.0,0.013333333000000001,0.031111111,0.0,0.0,5,2,4,1,3,2,False,False
1.0,0.0,0.0,44,1.0,0.005581395,0.023137121,0.0,0.0,7,1,1,4,1,2,True,False
0.0,0.0,0.0,5,0.0,0.0,0.04,0.0,0.0,6,2,2,3,2,2,True,False
3.0,0.0,0.0,19,0.0,0.0,0.002380952,0.0,0.0,6,3,2,3,11,0,True,False
0.0,0.0,0.0,10,2.0,0.0125,0.06,0.0,0.0,7,2,2,1,2,2,False,False
1.0,0.0,0.0,7,0.0,0.0,0.008333333,0.0,0.0,0,1,1,7,3,0,False,False
2.0,5.0,1.0,11,0.0,0.0,0.011078431000000001,0.0,0.0,6,2,2,2,4,2,False,False
1.0,5.0,0.0,24,1.0,0.0,0.014814815,0.0,0.0,1,2,13,9,20,2,False,False
0.0,0.0,0.0,3,0.0,0.0,0.066666667,0.0,0.0,6,1,2,3,2,2,True,False
0.0,0.0,0.0,12,0.0,0.011111111000000002,0.026111111,0.0,0.2,2,3,2,1,3,2,False,False
0.0,0.0,0.0,17,0.0,0.011111111000000002,0.033333333,0.0,0.0,2,2,4,1,3,2,False,False
0.0,0.0,0.0,3,0.0,0.2,0.2,0.0,0.0,3,1,2,8,1,2,False,False
2.0,2.0,0.0,109,6.0,0.0048611109999999996,0.015244789,0.0,0.2,6,1,1,3,4,2,False,False
3.0,7.0,6.0,49,2.0,0.01509434,0.013579188,0.0,0.0,7,1,1,1,2,2,False,False
0.0,0.0,0.0,8,1.0,0.0125,0.0375,0.0,0.0,1,2,5,1,3,2,False,False
0.0,0.0,0.0,13,3.0,0.016666667,0.05,0.0,0.0,7,4,1,7,6,2,False,False
3.0,0.0,0.0,31,1.0,0.012121212,0.016161616,0.0,0.0,7,1,1,6,1,2,False,False
0.0,0.0,0.0,12,1.0,0.0,0.016666667,0.0,0.6,6,2,4,2,6,2,False,False
1.0,0.0,0.0,23,1.0,0.004166667,0.019444443999999998,0.0,0.0,6,3,2,4,13,2,False,False
0.0,0.0,0.0,28,2.0,0.0,0.028888888999999997,0.0,0.0,6,2,2,8,1,2,False,False
0.0,0.0,0.0,7,2.0,0.025,0.021428571,0.0,0.0,9,1,2,7,4,2,False,False
0.0,2.0,0.0,21,0.0,0.019047619,0.031746032,6.0,0.0,7,2,2,1,1,2,False,False
0.0,0.0,0.0,44,2.0,0.0,0.014728682,0.0,0.0,1,2,4,1,2,2,False,False
1.0,0.0,0.0,15,0.0,0.0,0.028571429,0.0,0.0,7,2,4,1,3,2,False,False
0.0,0.0,0.0,6,0.0,0.2,0.2,0.0,0.0,4,3,2,7,13,2,False,False
0.0,0.0,0.0,28,1.0,0.0,0.014285714,0.0,0.0,5,2,2,1,10,2,False,False
0.0,0.0,0.0,31,2.0,0.0,0.018010753,0.0,0.0,7,2,1,1,2,2,True,False
0.0,0.0,0.0,4,0.0,0.0,0.05,0.0,0.0,7,2,2,1,1,2,False,False
0.0,0.0,0.0,23,2.0,0.0,0.024242424,0.0,0.2,6,1,1,8,1,2,False,False
0.0,0.0,0.0,19,1.0,0.0,0.023529412000000003,0.0,0.0,1,2,5,3,6,2,False,False
2.0,0.0,0.0,7,0.0,0.025,0.075,0.0,0.0,6,1,1,8,1,2,False,False
0.0,0.0,0.0,3,0.0,0.0,0.066666667,0.0,0.0,3,2,2,2,1,2,False,False
0.0,0.0,0.0,15,0.0,0.0,0.0125,7.0,0.0,8,2,2,6,2,0,True,True
6.0,2.0,0.0,16,1.0,0.0,0.00625,5.0,0.0,6,3,2,1,11,2,True,True
0.0,0.0,0.0,7,0.0,0.0,0.057142857000000005,0.0,0.0,7,2,6,9,2,2,False,False
0.0,0.0,0.0,14,3.0,0.0,0.021428571,0.0,0.0,7,1,1,1,3,2,False,False
2.0,0.0,0.0,25,1.0,0.038709677000000005,0.039354838999999996,0.0,0.0,8,1,1,7,1,2,True,False
0.0,0.0,0.0,3,0.0,0.0,0.066666667,0.0,0.0,7,2,5,8,3,2,True,False
1.0,0.0,0.0,13,0.0,0.0,0.012631578999999999,0.0,0.0,1,1,1,1,3,0,False,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,5,4,2,2,10,2,False,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,1,2,2,4,2,2,False,False
0.0,0.0,0.0,7,0.0,0.057142857000000005,0.11428571400000001,0.0,0.0,4,3,2,2,4,2,False,False
0.0,0.0,0.0,37,4.0,0.036936937,0.062012012000000005,0.0,0.0,8,1,1,1,1,2,False,False
1.0,0.0,0.0,59,0.0,0.006779661,0.007605389000000001,0.0,0.0,0,3,2,1,4,2,True,False
0.0,0.0,0.0,13,1.0,0.0,0.033333333,0.0,0.6,6,2,2,4,6,2,False,False
0.0,0.0,0.0,11,0.0,0.0,0.054545455,0.0,0.0,3,2,2,4,1,2,True,False
0.0,0.0,0.0,29,1.0,0.013793103000000001,0.035057471,0.0,0.0,6,2,4,3,4,2,False,False
0.0,0.0,0.0,14,2.0,0.0,0.012222222,0.0,0.0,6,2,2,1,5,2,False,False
1.0,0.0,0.0,35,1.0,0.0,0.013888889,0.0,0.0,1,4,2,1,6,2,False,False
1.0,0.0,0.0,12,0.0,0.04,0.08444444400000001,4.0,0.0,7,2,2,1,2,2,False,True
0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.0,7,1,8,3,1,2,True,False
0.0,5.0,5.0,35,1.0,0.0060810809999999995,0.041741742000000005,0.0,0.0,7,2,2,5,2,2,True,False
0.0,0.0,0.0,4,0.0,0.0,0.025,0.0,0.0,7,2,4,3,10,2,False,False
1.0,0.0,0.0,29,3.0,0.004848485,0.026060606,0.0,0.0,7,1,1,2,8,2,False,True
2.0,0.0,0.0,73,4.0,0.002631579,0.026472431,0.0,0.0,6,2,2,5,1,2,False,False
0.0,0.0,0.0,20,1.0,0.0,0.052000000000000005,0.0,0.0,6,2,2,1,13,2,False,False
0.0,0.0,0.0,79,2.0,0.017721518999999998,0.02124774,0.0,0.8,6,3,2,1,13,2,False,False
0.0,7.0,0.0,1,0.0,0.0,0.04,0.0,0.0,7,1,1,1,8,0,False,True
0.0,0.0,0.0,27,1.0,0.0,0.02962963,0.0,0.0,3,2,2,7,1,2,True,False
1.0,5.0,1.0,8,0.0,0.05,0.058333333,0.0,0.0,4,1,2,4,2,2,False,False
7.0,0.0,0.0,6,1.0,0.0,0.025,0.0,0.0,6,1,8,2,11,2,False,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,5,1,1,1,1,2,True,False
0.0,0.0,0.0,84,3.0,0.01031746,0.014779941999999999,0.0,0.0,7,1,1,3,2,2,False,True
3.0,0.0,0.0,15,0.0,0.0,0.00625,0.0,0.0,7,1,1,3,2,0,False,False
0.0,0.0,0.0,1,0.0,0.0,0.1,0.0,0.0,6,1,1,4,1,2,True,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,2,2,4,11,2,True,False
0.0,0.0,0.0,4,0.0,0.0,0.05,0.0,0.0,7,1,1,1,3,2,False,False
0.0,0.0,0.0,9,0.0,0.0,0.022222222000000003,0.0,1.0,6,2,2,4,4,2,True,False
0.0,0.0,0.0,14,1.0,0.0,0.023076923,1.0,0.0,1,2,2,3,6,2,False,True
0.0,0.0,0.0,19,0.0,0.068421053,0.07719298200000001,1.0,0.6,6,3,2,2,13,2,False,True
4.0,0.0,0.0,20,0.0,0.025925926000000002,0.040922619,0.0,0.0,7,2,2,7,1,2,False,False
1.0,0.0,0.0,45,2.0,0.022727273,0.0375,0.0,0.0,7,2,5,1,1,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,7,2,4,7,3,2,False,False
0.0,0.0,0.0,6,0.0,0.0,0.04,0.0,0.0,6,1,1,3,4,0,True,False
1.0,0.0,0.0,86,5.0,0.025581395,0.050387597,0.0,0.0,0,2,2,7,3,2,False,False
0.0,0.0,0.0,100,5.0,0.006122449,0.028231292999999998,0.0,0.0,7,2,2,1,2,2,False,False
0.0,0.0,0.0,8,0.0,0.025,0.05,0.0,0.4,6,2,2,1,4,2,False,False
0.0,0.0,0.0,7,0.0,0.028571429,0.028571429,0.0,0.4,6,3,3,5,1,2,False,False
0.0,0.0,0.0,6,1.0,0.0,0.033333333,0.0,0.0,7,2,2,1,20,2,False,False
3.0,2.0,0.0,34,4.0,0.016447876,0.029992691000000002,0.0,0.0,7,3,2,3,2,2,False,False
0.0,0.0,0.0,2,0.0,0.0,0.033333333,0.0,0.0,9,2,2,1,2,0,False,True
0.0,0.0,0.0,14,0.0,0.046153846,0.084615385,0.0,0.6,6,1,1,4,3,2,False,False
0.0,0.0,0.0,52,5.0,0.012231559,0.042469796,0.0,0.0,7,2,2,3,10,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,1,3,2,False,False
0.0,5.0,0.0,1,0.0,0.066666667,0.133333333,0.0,0.0,7,1,1,1,2,2,False,False
0.0,0.0,0.0,6,0.0,0.0,0.033333333,0.0,0.0,9,3,2,1,2,2,True,False
0.0,0.0,0.0,83,5.0,0.0049382720000000005,0.019075613999999998,0.0,0.0,7,2,2,1,1,2,False,False
0.0,0.0,0.0,11,0.0,0.0,0.018181818,0.0,0.0,6,2,2,3,4,2,False,False
0.0,0.0,0.0,5,0.0,0.02,0.1,0.0,0.8,6,2,2,1,4,2,False,False
0.0,0.0,0.0,5,2.0,0.066666667,0.084,0.0,0.0,7,3,2,1,13,2,False,False
0.0,0.0,0.0,12,0.0,0.0,0.008333333,0.0,0.0,5,2,2,1,10,2,False,False
1.0,0.0,0.0,7,1.0,0.0,0.028571429,0.0,0.0,1,1,1,3,2,2,True,False
0.0,0.0,0.0,27,0.0,0.014814815,0.022222222000000003,0.0,0.0,6,3,2,3,3,2,False,False
0.0,0.0,0.0,16,1.0,0.0,0.0125,4.0,0.0,6,2,2,5,2,0,False,True
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,1,1,9,4,2,True,False
2.0,5.0,4.0,48,2.0,0.003846154,0.016570513000000002,5.0,0.0,7,3,2,1,2,2,False,False
2.0,0.0,0.0,85,2.0,0.011827957,0.030865335,0.0,0.6,6,3,2,1,3,2,False,False
0.0,0.0,0.0,4,0.0,0.04,0.06,0.0,0.4,6,2,5,1,1,2,False,False
0.0,0.0,0.0,5,0.0,0.0,0.04,0.0,0.0,1,3,2,3,6,2,False,False
0.0,0.0,0.0,3,0.0,0.0,0.066666667,0.0,0.0,7,2,4,2,2,2,True,True
2.0,2.0,2.0,33,1.0,0.002777778,0.006415344,0.0,0.0,6,1,1,1,15,2,True,False
0.0,0.0,0.0,60,1.0,0.006779661,0.025141242999999997,0.0,0.6,6,2,4,3,3,2,False,False
0.0,0.0,0.0,9,0.0,0.0,0.006060606,0.0,0.0,8,2,2,3,2,0,False,False
2.0,2.0,1.0,25,0.0,0.0,0.007692308,0.0,0.0,1,2,2,8,2,0,False,False
1.0,2.0,3.0,48,1.0,0.0017241379999999998,0.022131145,3.0,0.0,3,2,2,6,1,2,False,False
0.0,0.0,0.0,5,0.0,0.0,0.038095238,0.0,0.0,1,2,2,1,2,2,False,False
0.0,5.0,2.0,9,0.0,0.018181818,0.061818182,0.0,0.0,5,3,2,1,1,2,False,False
0.0,0.0,0.0,13,1.0,0.0,0.046153846,0.0,0.0,5,2,2,1,1,2,True,False
0.0,0.0,0.0,13,0.0,0.0,0.016666667,0.0,0.0,7,2,10,7,2,0,False,False
1.0,0.0,0.0,18,0.0,0.021052632,0.031578947,0.0,0.0,5,4,2,1,3,2,False,False
2.0,0.0,0.0,19,2.0,0.02037037,0.043333332999999995,3.0,0.0,7,3,2,2,10,2,False,False
0.0,0.0,0.0,2,0.0,0.0,0.05,0.0,0.0,6,3,2,1,13,2,False,False
2.0,0.0,0.0,49,1.0,0.0,0.015030864,0.0,0.0,5,3,2,1,2,2,False,False
0.0,0.0,0.0,28,1.0,0.035714286,0.067857143,0.0,0.0,1,2,2,4,1,2,False,False
0.0,0.0,0.0,13,0.0,0.0,0.0,0.0,0.0,3,1,1,1,4,2,False,False
0.0,7.0,1.0,28,3.0,0.002580645,0.028494624,6.0,0.0,7,4,2,1,11,2,False,True
1.0,7.0,2.0,77,6.0,0.0024691360000000002,0.010684623999999998,2.0,0.0,7,3,2,3,3,2,False,True
2.0,0.0,0.0,67,3.0,0.0,0.005379499,0.0,0.0,6,2,2,3,2,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,4,1,1,5,2,False,False
0.0,0.0,0.0,61,3.0,0.0,0.003225806,0.0,0.0,5,2,2,7,9,2,True,False
0.0,0.0,0.0,22,4.0,0.01,0.04,0.0,0.0,6,2,2,1,2,2,True,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,6,3,2,1,3,0,False,False
0.0,0.0,0.0,15,1.0,0.0,0.014285714,0.0,0.0,1,8,13,9,20,1,False,False
2.0,0.0,0.0,52,1.0,0.013095238,0.020257937,0.0,0.0,9,3,2,3,13,2,False,False
0.0,0.0,0.0,5,0.0,0.0,0.04,0.0,0.0,5,2,2,1,10,2,False,False
0.0,2.0,0.0,62,5.0,0.016612903000000002,0.027150538,0.0,0.0,1,3,2,3,1,2,True,False
0.0,0.0,0.0,37,1.0,0.052252252,0.108558559,0.0,0.0,9,2,2,2,1,2,False,False
0.0,0.0,0.0,32,1.0,0.009375,0.020833333,6.0,0.6,6,4,1,1,3,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,1,2,2,1,1,2,False,False
0.0,0.0,0.0,9,0.0,0.022222222000000003,0.04444444400000001,0.0,0.2,6,3,2,3,3,2,False,False
0.0,0.0,0.0,8,0.0,0.0,0.028571429,0.0,0.0,3,2,2,1,1,2,True,False
0.0,0.0,0.0,36,2.0,0.005555556,0.026587302,0.0,0.0,7,2,2,1,13,2,True,False
0.0,0.0,0.0,9,0.0,0.0,0.005555556,0.0,0.0,3,2,4,3,4,0,False,False
0.0,2.0,0.0,31,0.0,0.034375,0.052507715999999996,0.0,0.0,3,3,2,3,13,2,False,False
0.0,0.0,0.0,7,0.0,0.057142857000000005,0.085714286,0.0,0.0,1,2,4,6,1,2,True,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,5,1,1,8,3,2,False,False
1.0,0.0,0.0,104,2.0,0.0,0.002547045,0.0,0.0,3,2,4,2,1,2,True,False
0.0,0.0,0.0,8,1.0,0.025,0.045833333,0.0,0.0,1,3,2,3,10,2,False,False
0.0,0.0,0.0,7,0.0,0.071428571,0.09047619,0.0,0.0,1,2,2,3,3,2,False,False
0.0,5.0,1.0,34,1.0,0.047222222,0.071018519,0.0,0.8,6,2,2,4,6,2,False,False
0.0,0.0,0.0,12,2.0,0.0,0.016666667,0.0,0.4,6,4,2,2,13,2,False,False
0.0,0.0,0.0,12,0.0,0.1,0.125,0.0,0.6,6,2,5,1,3,2,False,False
7.0,0.0,0.0,55,4.0,0.0035087720000000003,0.017278044,0.0,0.0,7,3,2,4,2,2,True,False
2.0,0.0,0.0,3,0.0,0.0,0.033333333,0.0,0.0,6,2,6,4,1,2,False,False
0.0,0.0,0.0,17,2.0,0.0,0.013333333000000001,0.0,0.0,1,2,5,7,2,0,False,False
0.0,0.0,0.0,4,0.0,0.0,0.025,0.0,0.0,1,2,2,1,3,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,3,6,2,2,2,False,False
5.0,0.0,0.0,36,1.0,0.0,0.014880952,0.0,0.0,1,3,2,1,13,2,False,False
0.0,0.0,0.0,11,1.0,0.0,0.036363636,0.0,0.0,7,2,2,1,1,2,False,False
0.0,5.0,0.0,1,0.0,0.066666667,0.133333333,0.0,0.6,6,2,2,8,3,2,False,False
2.0,0.0,0.0,12,0.0,0.026666667,0.04,0.0,0.0,8,1,1,4,2,0,False,False
3.0,0.0,0.0,45,1.0,0.0125,0.015972222,0.0,0.0,6,1,1,1,3,2,False,False
1.0,2.0,1.0,84,4.0,0.0,0.0024621210000000003,0.0,0.0,5,2,2,9,3,0,True,False
0.0,0.0,0.0,10,0.0,0.0,0.025,0.0,0.0,6,2,2,1,2,2,False,False
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,4,3,2,1,4,2,False,False
0.0,0.0,0.0,10,1.0,0.0,0.022222222000000003,0.0,0.0,6,2,4,4,2,2,False,False
4.0,0.0,0.0,41,1.0,0.0,0.011904762,0.0,0.0,7,2,2,9,2,2,False,True
1.0,0.0,0.0,20,0.0,0.011111111000000002,0.039753086,0.0,0.0,5,2,2,1,2,2,False,False
0.0,0.0,0.0,17,0.0,0.004761905,0.022222222000000003,0.0,0.0,3,1,1,3,4,2,False,False
0.0,0.0,0.0,3,0.0,0.066666667,0.133333333,0.0,0.6,6,1,8,4,20,2,False,False
0.0,0.0,0.0,11,0.0,0.0,0.026190476,0.0,0.0,1,2,2,1,8,2,False,False
0.0,0.0,0.0,6,0.0,0.04,0.08,0.0,0.0,6,3,2,3,1,2,True,False
1.0,0.0,0.0,26,1.0,0.011538462,0.014102564,0.0,0.0,6,1,1,1,11,2,False,False
0.0,0.0,0.0,3,0.0,0.0,0.022222222000000003,0.0,0.0,5,1,1,1,3,2,True,False
0.0,0.0,0.0,12,0.0,0.016666667,0.058333333,0.0,0.0,2,3,2,4,1,2,False,False
2.0,0.0,0.0,66,2.0,0.0,0.00957265,0.0,0.0,6,2,2,1,4,2,False,False
0.0,0.0,0.0,16,1.0,0.0,0.014285714,4.0,0.8,6,2,2,9,4,0,False,True
0.0,2.0,0.0,55,1.0,0.0035087720000000003,0.01754386,0.0,0.0,5,2,5,1,1,2,True,False
0.0,0.0,0.0,12,0.0,0.0,0.014285714,0.0,0.0,1,2,2,9,2,0,True,False
1.0,0.0,0.0,95,3.0,0.00137457,0.005695387,0.0,0.0,1,3,2,1,2,2,True,False
0.0,0.0,0.0,115,4.0,0.003478261,0.007207729,2.0,0.0,7,2,2,4,10,2,False,True
0.0,0.0,0.0,10,0.0,0.04,0.06,0.0,0.0,6,2,5,1,1,2,False,False
0.0,0.0,0.0,2,0.0,0.0,0.1,0.0,0.0,5,2,2,1,3,2,False,False
0.0,0.0,0.0,6,1.0,0.033333333,0.066666667,0.0,0.0,6,2,2,3,3,2,False,False
0.0,0.0,0.0,12,0.0,0.058333333,0.091666667,0.0,0.0,7,2,4,4,3,2,False,True
0.0,0.0,0.0,1,0.0,0.2,0.2,0.0,0.0,6,2,2,6,3,2,False,False
4.0,0.0,0.0,37,5.0,0.0,0.011965812,2.0,0.0,1,3,2,3,2,2,False,True
0.0,0.0,0.0,13,0.0,0.0,0.005555556,0.0,0.0,6,3,2,3,4,2,True,False
4.0,0.0,0.0,12,2.0,0.0,0.01875,0.0,0.0,4,2,2,3,1,0,False,False
0.0,0.0,0.0,35,1.0,0.005714286,0.023619047999999997,0.0,0.0,5,2,2,1,1,2,False,False
0.0,0.0,0.0,12,0.0,0.018181818,0.054545455,0.0,0.6,6,2,2,3,1,2,False,False
0.0,0.0,0.0,2,0.0,0.2,0.2,0.0,0.0,6,2,2,6,1,2,True,False
1.0,7.0,0.0,75,2.0,0.002380952,0.018278388,3.0,0.0,7,2,2,3,2,2,False,True
0.0,0.0,0.0,20,1.0,0.00952381,0.028571429,4.0,0.0,1,2,5,1,1,2,False,False
0.0,0.0,0.0,12,0.0,0.015384615,0.019230768999999998,0.0,0.0,8,2,2,8,2,2,True,False
0.0,0.0,0.0,27,2.0,0.0,0.022222222000000003,0.0,0.0,7,2,2,1,1,2,False,False
0.0,0.0,0.0,3,0.0,0.006666666999999999,0.074444444,0.0,0.0,4,4,2,1,5,2,True,True
0.0,0.0,0.0,8,0.0,0.0,0.025,0.0,0.0,3,1,2,1,2,2,True,False
0.0,0.0,0.0,15,2.0,0.025,0.05,7.0,0.0,1,2,2,2,1,2,False,False
